#GENE	1_S31	3_S32	4_S33	6_S34
Gm25626	0	0	0	0
Gm25627	0	0	0	0
Gm25628	0	0	0	0
Gm25629	0	0	0	0
Gm25630	0	0	1	1
Gm25631	0	0	0	0
Gm25632	8	4	6	2
Gm25633	0	0	0	0
Gm25634	0	0	0	0
Gm25635	1	0	0	0
Gm25636	0	0	0	0
Gm25637	0	0	0	0
Gm2564	0	0	0	0
Gm25640	2	0	2	0
Gm25641	0	0	0	0
Gm25642	0	0	0	0
Gm25643	0	0	0	0
Gm25644	0	0	1	0
Gm25646	0	0	0	0
Gm25647	0	0	0	0
Gm25648	0	0	0	0
Gm25649	2	0	0	0
Gm25650	0	0	0	0
Gm25651	0	0	0	0
Gm25652	0	0	0	0
Gm25653	0	0	0	0
Gm25654	0	2	1	2
Gm25655	0	0	0	0
Gm25656	0	0	0	0
Gm25657	0	0	0	0
Gm25658	0	0	0	0
Gm25659	0	0	0	0
Gm2566	0	0	0	0
Gm25660	0	0	0	0
Gm25661	0	0	1	0
Gm25663	0	0	0	0
Gm25664	0	0	0	0
Gm25665	0	0	0	0
Gm25666	0	0	0	0
Gm25667	1	1	0	4
Gm25668	0	0	0	0
Gm25669	0	0	0	0
Gm25670	0	0	0	0
Gm25671	0	0	0	0
Gm25672	0	0	0	0
Gm25673	0	0	0	0
Gm25675	0	0	0	0
Gm25677	0	0	0	0
Gm25678	0	0	0	0
Gm25679	0	0	0	0
Gm2568	0	1	0	0
Gm25680	0	0	0	0
Gm25681	0	0	0	0
Gm25682	0	0	0	0
Gm25683	0	0	0	0
Gm25684	0	0	0	0
Gm25687	0	0	1	0
Gm25690	0	0	0	0
Gm25692	0	0	0	0
Gm25693	0	0	0	0
Gm25694	0	0	0	0
Gm25696	0	0	0	0
Gm25697	0	0	0	0
Gm25698	0	0	0	0
Gm25699	0	1	0	0
Gm25700	0	1	1	0
Gm25701	0	0	0	0
Gm25702	0	0	0	0
Gm25703	0	0	0	0
Gm25704	0	0	0	0
Gm25705	0	0	0	0
Gm25706	0	0	0	0
Gm25707	0	0	0	0
Gm25708	0	0	0	0
Gm25709	0	0	0	0
Gm25710	0	0	0	0
Gm25711	0	0	0	0
Gm25712	0	0	0	3
Gm25713	0	0	3	0
Gm25714	0	0	0	0
Gm25715	0	0	0	0
Gm25716	2	0	0	0
Gm25717	0	0	0	0
Gm25718	0	0	0	0
Gm25720	0	0	0	0
Gm25721	1	1	0	0
Gm25722	0	0	0	0
Gm25723	0	0	0	0
Gm25724	0	0	0	0
Gm25725	0	0	0	0
Gm25726	0	0	0	0
Gm25727	0	0	0	0
Gm25728	0	0	0	1
Gm25729	0	0	0	0
Gm2573	20	15	8	22
Gm25730	0	0	0	0
Gm25731	1	0	0	0
Gm25732	0	0	0	0
Gm25735	0	0	0	0
Gm25736	0	0	0	0
Gm25737	0	0	0	0
Gm25739	0	0	0	0
Gm2574	0	0	0	0
Gm25740	0	0	0	0
Gm25741	0	0	0	0
Gm25742	0	0	0	0
Gm25744	0	0	0	0
Gm25745	0	0	0	0
Gm25747	0	0	0	0
Gm25748	0	0	0	0
Gm25749	0	0	0	0
Gm25750	0	0	0	0
Gm25753	0	0	0	0
Gm25754	0	0	0	0
Gm25755	0	0	0	0
Gm25756	0	0	0	0
Gm25757	0	0	0	0
Gm25758	0	0	0	0
Gm25759	0	0	0	0
Gm25760	0	0	0	0
Gm25761	0	0	0	0
Gm25762	0	0	0	0
Gm25763	0	0	0	0
Gm25764	0	0	0	0
Gm25765	0	0	0	0
Gm25766	0	0	0	0
Gm25767	0	0	0	0
Gm25768	0	0	0	0
Gm25769	0	0	0	0
Gm25770	0	0	0	0
Gm25771	0	0	0	0
Gm25772	1	1	1	0
Gm25773	0	0	0	0
Gm25774	0	0	0	0
Gm25775	0	0	0	0
Gm25776	3	4	3	7
Gm25777	15	11	20	12
Gm25778	0	0	0	0
Gm25779	0	0	0	0
Gm25780	0	0	1	0
Gm25781	0	0	0	1
Gm25782	0	0	1	0
Gm25783	0	0	1	0
Gm25784	0	0	0	0
Gm25785	0	0	0	0
Gm25787	0	0	0	0
Gm25788	4	4	0	2
Gm25789	0	0	0	0
Gm25790	0	0	0	0
Gm25791	0	0	0	0
Gm25792	0	0	0	0
Gm25793	0	0	0	0
Gm25794	0	0	0	0
Gm25795	0	0	0	0
Gm25796	0	0	0	0
Gm25797	0	0	0	0
Gm25798	0	0	0	0
Gm25799	0	0	0	0
Gm25800	0	0	1	0
Gm25801	0	0	0	0
Gm25802	0	0	0	0
Gm25803	1	0	0	1
Gm25804	0	0	0	0
Gm25805	0	0	0	0
Gm25806	0	0	0	0
Gm25807	0	0	0	0
Gm25808	0	0	0	0
Gm25809	2	0	0	1
Gm2581	0	1	0	0
Gm25810	0	0	0	0
Gm25811	0	0	0	0
Gm25812	0	0	0	0
Gm25813	0	1	0	0
Gm25814	0	0	0	0
Gm25815	0	0	0	0
Gm25816	0	0	0	0
Gm25817	0	0	0	0
Gm25818	0	0	0	0
Gm25819	2	1	2	2
Gm2582	0	0	0	0
Gm25820	0	1	2	4
Gm25821	1	1	2	1
Gm25823	0	0	0	0
Gm25824	0	0	0	0
Gm25825	0	0	0	0
Gm25826	0	0	0	0
Gm25827	4	1	2	2
Gm25828	0	0	0	0
Gm25829	0	0	0	0
Gm25830	0	0	0	0
Gm25831	0	0	0	0
Gm25832	0	0	0	0
Gm25833	0	0	0	0
Gm25834	0	0	0	0
Gm25835	38	26	22	32
Gm25836	0	0	0	0
Gm25837	0	0	0	0
Gm25838	0	0	0	0
Gm25839	0	0	0	1
Gm25840	0	0	0	0
Gm25842	0	0	0	1
Gm25843	0	0	0	0
Gm25844	0	0	0	0
Gm25845	0	0	0	0
Gm25846	0	0	0	0
Gm25847	0	0	0	0
Gm25848	1	2	1	0
Gm25851	0	0	0	0
Gm25852	0	0	0	0
Gm25853	0	0	0	0
Gm25854	0	0	0	0
Gm25855	0	0	0	0
Gm25856	0	0	0	0
Gm25857	0	0	0	0
Gm25859	0	0	0	0
Gm25860	0	0	0	0
Gm25861	0	0	0	0
Gm25862	0	0	0	0
Gm25863	0	0	0	0
Gm25864	0	0	0	0
Gm25865	0	0	0	0
Gm25866	0	0	0	0
Gm25867	2	1	0	3
Gm25868	0	0	0	0
Gm25869	0	1	0	0
Gm25870	0	0	0	0
Gm25871	0	0	0	0
Gm25872	0	0	0	0
Gm25873	2	0	0	0
Gm25874	0	0	0	0
Gm25875	0	0	0	0
Gm25876	0	0	0	0
Gm25877	0	0	0	0
Gm25878	0	0	0	0
Gm25879	0	0	0	0
Gm25880	0	0	0	0
Gm25881	0	0	0	0
Gm25882	0	0	0	0
Gm25883	0	0	0	0
Gm25884	0	0	0	0
Gm25885	0	0	0	0
Gm25886	0	0	0	0
Gm25887	1	0	0	0
Gm25888	0	0	0	0
Gm25889	1	0	0	0
Gm25890	0	0	0	0
Gm25891	0	0	0	0
Gm25892	0	0	0	0
Gm25894	0	0	0	0
Gm25895	0	0	0	0
Gm25896	0	0	0	0
Gm25897	0	0	0	2
Gm25898	0	0	0	0
Gm25899	0	0	0	0
Gm25901	0	0	0	0
Gm25902	0	0	0	0
Gm25903	0	0	0	0
Gm25904	0	0	0	0
Gm25905	0	0	0	0
Gm25906	0	0	0	0
Gm25907	0	0	0	0
Gm25908	5	2	4	5
Gm25909	0	0	0	0
Gm25910	0	0	2	0
Gm25911	0	0	0	0
Gm25913	0	0	0	0
Gm25914	0	0	0	0
Gm25915	0	0	0	0
Gm25916	0	0	0	0
Gm25917	0	0	0	0
Gm25918	0	0	0	0
Gm25919	0	0	0	0
Gm25920	0	0	0	0
Gm25921	0	0	0	0
Gm25922	0	0	0	0
Gm25923	0	0	0	0
Gm25924	0	0	0	0
Gm25925	0	0	0	0
Gm25926	1	1	0	0
Gm25927	0	0	0	0
Gm25929	0	1	2	1
Gm25930	0	0	0	0
Gm25931	0	0	0	0
Gm25933	0	0	0	0
Gm25934	0	0	0	0
Gm25935	0	0	0	0
Gm25936	0	0	0	0
Gm25937	0	0	0	0
Gm25938	0	0	0	0
Gm25939	0	0	1	0
Gm2594	0	0	0	0
Gm25942	0	0	0	0
Gm25943	0	0	0	0
Gm25944	0	0	0	0
Gm25945	10	5	4	9
Gm25947	0	0	0	0
Gm25948	3	1	1	6
Gm25949	0	1	0	0
Gm25950	0	0	0	0
Gm25951	0	0	0	0
Gm25952	0	0	0	0
Gm25953	0	0	0	0
Gm25956	0	0	0	0
Gm25958	0	0	0	0
Gm25959	0	0	0	0
Gm25960	0	0	0	0
Gm25961	1	0	0	2
Gm25962	0	0	0	0
Gm25964	0	0	0	0
Gm25965	3	4	3	0
Gm25966	1	1	2	4
Gm25967	0	0	0	0
Gm25968	0	0	0	0
Gm25969	0	0	0	0
Gm25970	4	0	4	0
Gm25971	0	0	0	0
Gm25972	0	0	0	0
Gm25973	4	2	0	4
Gm25974	0	0	0	0
Gm25975	0	2	1	1
Gm25976	0	0	0	0
Gm25977	0	0	0	0
Gm25978	0	0	0	0
Gm25979	0	0	0	0
Gm25980	0	0	0	0
Gm25981	0	0	0	0
Gm25982	0	1	1	2
Gm25984	0	0	0	0
Gm25985	0	0	0	0
Gm25986	0	1	0	0
Gm25987	0	0	0	0
Gm25988	0	0	0	0
Gm25989	0	0	0	0
Gm25990	0	0	0	0
Gm25991	0	0	0	0
Gm25992	0	0	0	1
Gm25993	0	0	1	0
Gm25994	0	0	0	0
Gm25995	0	0	0	0
Gm25996	0	0	0	0
Gm25998	0	0	0	0
Gm25999	0	0	0	0
Gm26000	0	0	0	0
Gm26001	0	0	0	0
Gm26002	0	0	0	0
Gm26003	0	0	0	0
Gm26004	0	0	0	1
Gm26005	0	0	0	0
Gm26006	0	0	0	0
Gm26007	0	0	0	0
Gm26008	0	0	0	0
Gm26011	0	0	0	1
Gm26012	0	0	0	0
Gm26013	0	0	0	0
Gm26014	0	0	0	0
Gm26015	0	0	0	0
Gm26016	0	0	0	0
Gm26017	0	0	0	0
Gm26018	0	0	0	0
Gm26019	0	0	0	0
Gm2602	3	1	2	1
Gm26020	0	0	3	1
Gm26021	0	0	0	0
Gm26022	0	0	0	0
Gm26023	0	0	0	0
Gm26024	0	0	0	0
Gm26025	0	0	0	0
Gm26026	0	0	0	0
Gm26027	0	1	0	4
Gm26028	0	0	0	0
Gm26029	0	0	0	0
Gm26032	0	0	0	0
Gm26034	0	0	0	0
Gm26035	0	0	0	0
Gm26036	0	0	0	0
Gm26037	0	0	0	0
Gm26038	0	0	0	0
Gm26039	0	2	0	2
Gm26040	1	0	0	0
Gm26041	0	0	0	0
Gm26042	0	0	0	0
Gm26043	1	0	0	0
Gm26044	0	0	0	0
Gm26045	0	0	0	0
Gm26046	0	0	0	0
Gm26047	0	0	0	0
Gm26048	0	0	0	0
Gm26049	0	0	1	1
Gm26050	0	0	0	0
Gm26051	0	0	0	0
Gm26052	0	0	0	0
Gm26054	0	0	0	0
Gm26055	0	0	0	0
Gm26056	0	0	0	0
Gm26057	0	0	0	0
Gm26058	0	0	0	1
Gm26059	0	0	0	0
Gm2606	3	2	2	1
Gm26060	0	0	0	0
Gm26061	0	0	0	0
Gm26062	0	0	0	0
Gm26063	0	0	0	0
Gm26064	1	3	1	2
Gm26065	1	0	0	0
Gm26066	0	0	0	0
Gm26067	2	2	7	1
Gm26069	0	0	0	0
Gm2607	0	1	0	1
Gm26070	0	0	0	0
Gm26071	0	0	0	0
Gm26072	0	0	0	0
Gm26073	0	0	0	0
Gm26074	0	0	0	0
Gm26075	0	0	0	0
Gm26076	0	0	0	0
Gm26077	0	0	0	0
Gm26078	0	0	0	0
Gm26079	0	0	0	0
Gm26080	0	0	0	0
Gm26081	0	0	0	0
Gm26082	0	0	0	0
Gm26083	0	0	0	0
Gm26084	0	0	0	0
Gm26085	0	0	0	0
Gm26086	0	0	0	0
Gm26087	0	0	0	0
Gm26088	0	0	0	0
Gm26089	0	0	0	0
Gm26090	0	0	0	0
Gm26091	0	1	0	0
Gm26092	0	0	0	0
Gm26095	0	0	0	4
Gm26096	0	0	0	0
Gm26097	0	0	0	0
Gm26098	0	0	0	0
Gm26099	0	0	0	0
Gm26100	0	0	0	0
Gm26101	0	0	0	0
Gm26102	2	1	0	1
Gm26103	0	0	0	0
Gm26104	0	0	0	0
Gm26105	0	0	0	0
Gm26106	0	0	0	0
Gm26107	0	0	0	0
Gm26108	0	0	0	0
Gm26109	7	3	5	4
Gm2611	0	0	0	0
Gm26110	0	0	0	0
Gm26111	0	0	0	0
Gm26113	0	0	0	0
Gm26115	0	0	0	0
Gm26116	0	0	1	0
Gm26117	0	0	0	0
Gm26119	0	0	0	0
Gm26121	0	0	0	0
Gm26122	0	0	0	0
Gm26123	0	0	0	0
Gm26124	0	0	0	0
Gm26125	0	0	0	0
Gm26126	0	0	0	0
Gm26127	0	0	0	0
Gm26128	0	0	0	0
Gm26129	0	0	0	0
Gm26130	0	0	0	0
Gm26131	0	0	0	0
Gm26132	0	0	0	0
Gm26133	0	0	0	0
Gm26134	0	0	0	0
Gm26135	0	0	0	0
Gm26137	0	0	0	0
Gm26138	0	0	0	0
Gm26139	0	0	0	0
Gm2614	67	48	29	30
Gm26140	0	0	0	0
Gm26141	0	0	0	0
Gm26143	0	0	0	0
Gm26144	0	0	0	0
Gm26145	0	0	0	0
Gm26146	0	0	0	0
Gm26147	0	0	2	0
Gm26148	0	0	0	0
Gm26149	0	0	0	0
Gm26150	0	0	0	0
Gm26151	0	0	0	0
Gm26152	0	0	0	0
Gm26153	0	0	0	0
Gm26154	0	0	0	0
Gm26156	0	0	0	0
Gm26157	0	0	0	0
Gm26158	0	0	0	1
Gm26159	0	0	0	0
Gm26160	0	0	0	0
Gm26162	0	0	0	0
Gm26163	0	0	0	0
Gm26164	0	0	0	0
Gm26165	1	1	3	3
Gm26166	0	0	0	0
Gm26167	6	6	4	7
Gm26168	0	0	0	0
Gm26169	0	0	0	0
Gm2617	0	0	0	0
Gm26170	0	0	0	0
Gm26171	0	0	0	0
Gm26172	0	0	0	0
Gm26173	0	0	0	0
Gm26174	0	0	0	0
Gm26175	0	1	1	0
Gm26176	0	0	0	0
Gm26177	0	0	0	0
Gm26178	0	1	0	0
Gm26179	0	0	0	0
Gm26180	6	3	3	5
Gm26181	0	0	0	0
Gm26182	0	0	0	0
Gm26183	0	0	0	0
Gm26184	0	0	0	1
Gm26185	0	0	0	0
Gm26186	0	0	0	0
Gm26187	1	0	0	0
Gm26188	0	0	0	0
Gm26189	0	0	1	0
Gm2619	3	0	2	0
Gm26190	0	0	0	0
Gm26194	0	0	0	0
Gm26195	0	0	0	0
Gm26197	0	0	0	0
Gm26200	0	0	0	0
Gm26201	0	0	0	0
Gm26202	11	4	7	13
Gm26203	0	2	4	4
Gm26204	0	0	0	0
Gm26205	0	0	0	0
Gm26206	0	0	0	0
Gm26207	0	0	0	0
Gm26208	0	0	1	2
Gm26209	0	0	0	0
Gm26210	0	0	0	0
Gm26211	0	0	0	0
Gm26213	1	0	0	0
Gm26214	0	0	0	0
Gm26215	0	0	0	0
Gm26216	0	0	0	0
Gm26217	0	0	0	0
Gm26219	0	0	0	0
Gm2622	0	0	0	0
Gm26220	0	0	0	0
Gm26224	0	0	0	0
Gm26225	0	0	0	0
Gm26226	1	0	0	0
Gm26227	0	0	0	0
Gm26228	0	0	0	0
Gm26229	0	0	0	0
Gm2623	1	1	3	2
Gm26230	0	0	0	0
Gm26231	0	0	0	0
Gm26232	0	0	0	0
Gm26233	0	0	0	0
Gm26235	0	0	0	0
Gm26236	1	0	1	2
Gm26237	0	0	0	0
Gm26238	0	0	0	0
Gm26239	0	0	0	0
Gm26240	0	0	0	0
Gm26241	0	0	0	0
Gm26243	0	0	0	0
Gm26244	0	0	0	0
Gm26245	0	0	0	0
Gm26246	0	0	0	0
Gm26247	0	0	0	0
Gm26248	0	0	0	0
Gm26249	0	0	0	0
Gm26250	0	0	0	0
Gm26251	0	0	0	0
Gm26252	0	0	0	0
Gm26253	0	0	0	0
Gm26254	9	1	6	3
Gm26255	0	0	0	0
Gm26256	0	0	0	0
Gm26257	0	0	0	0
Gm26259	0	0	0	0
Gm26262	0	0	0	0
Gm26263	0	0	0	0
Gm26264	0	0	0	0
Gm26265	1	0	1	0
Gm26268	1	0	0	1
Gm26269	0	0	1	1
Gm26270	0	0	0	0
Gm26271	0	0	0	0
Gm26272	0	1	0	3
Gm26273	0	0	0	0
Gm26274	0	0	0	0
Gm26275	0	0	0	0
Gm26276	0	0	0	0
Gm26277	0	0	0	0
Gm26278	0	0	0	0
Gm26279	2	0	0	0
Gm2628	0	0	0	0
Gm26280	4	4	7	3
Gm26283	0	0	0	0
Gm26284	0	0	0	0
Gm26285	0	0	0	0
Gm26286	0	0	0	0
Gm26287	4	3	0	1
Gm26288	0	0	0	0
Gm26289	0	0	0	0
Gm2629	26	18	23	14
Gm26290	0	0	0	0
Gm26291	0	0	0	0
Gm26293	0	0	0	0
Gm26295	0	0	0	0
Gm26296	0	1	0	1
Gm26297	0	0	0	0
Gm26298	1	0	1	0
Gm26300	0	0	0	0
Gm26301	0	0	0	0
Gm26302	0	0	0	0
Gm26303	0	0	0	0
Gm26306	0	0	0	0
Gm26307	0	0	0	0
Gm26308	0	1	0	1
Gm26310	0	0	1	0
Gm26311	0	0	0	0
Gm26312	0	0	0	0
Gm26313	0	0	0	0
Gm26314	0	0	2	0
Gm26315	0	0	0	0
Gm26316	0	0	0	0
Gm26317	0	0	0	0
Gm26318	0	0	0	0
Gm26320	0	1	1	0
Gm26321	0	0	0	0
Gm26323	0	0	0	0
Gm26324	0	0	0	0
Gm26325	0	0	0	0
Gm26326	0	0	0	0
Gm26327	0	0	0	0
Gm26328	0	0	0	0
Gm26329	0	0	0	0
Gm26330	0	0	0	0
Gm26331	0	0	0	0
Gm26332	0	0	0	0
Gm26334	0	0	0	0
Gm26335	0	0	0	0
Gm26336	0	0	0	0
Gm26337	0	0	0	0
Gm26338	0	0	0	0
Gm26339	0	0	0	0
Gm26340	0	0	0	0
Gm26341	0	0	0	0
Gm26342	0	0	0	0
Gm26343	0	0	0	0
Gm26344	0	0	0	0
Gm26345	0	0	0	0
Gm26346	0	0	0	0
Gm26347	1	0	1	3
Gm26348	3	5	3	0
Gm26349	0	0	0	0
Gm26350	0	0	0	0
Gm26351	1	0	0	0
Gm26352	0	0	0	0
Gm26353	0	0	3	1
Gm26354	0	0	0	0
Gm26355	0	0	0	0
Gm26356	0	0	0	0
Gm26357	0	0	0	0
Gm26358	0	0	0	0
Gm26359	1	1	4	2
Gm26360	0	0	0	0
Gm26361	1	0	0	0
Gm26362	0	0	0	0
Gm26363	0	0	0	0
Gm26365	0	0	0	0
Gm26366	0	0	0	0
Gm26367	0	0	0	0
Gm26368	0	0	0	0
Gm26369	0	0	0	0
Gm26371	0	0	0	0
Gm26372	0	0	0	0
Gm26373	0	0	0	0
Gm26374	0	0	0	0
Gm26375	0	1	0	0
Gm26376	0	0	0	0
Gm26377	0	0	0	0
Gm26378	0	0	0	0
Gm26379	0	0	0	0
Gm2638	0	0	0	0
Gm26381	0	0	0	0
Gm26384	34	20	18	26
Gm26386	0	0	0	0
Gm26387	18	13	15	11
Gm26389	0	0	0	0
Gm2639	0	0	0	0
Gm26390	0	0	0	0
Gm26391	0	0	0	0
Gm26392	0	0	0	0
Gm26393	4	1	1	0
Gm26394	11	4	9	17
Gm26395	0	0	0	0
Gm26396	0	0	0	0
Gm26397	18	13	10	17
Gm26398	0	0	0	0
Gm26399	0	0	0	1
Gm26400	0	0	0	0
Gm26401	0	0	0	0
Gm26402	1	0	0	0
Gm26403	1	3	4	1
Gm26404	0	0	0	0
Gm26405	0	0	0	0
Gm26406	0	0	0	0
Gm26407	3	1	2	5
Gm26408	0	0	0	0
Gm26409	0	0	0	0
Gm26410	0	0	0	0
Gm26411	1	0	1	1
Gm26412	0	0	0	0
Gm26413	4	1	4	4
Gm26414	0	0	0	0
Gm26415	1	3	0	1
Gm26416	0	0	0	0
Gm26417	0	0	1	0
Gm26418	0	0	0	0
Gm26419	2	0	0	0
Gm26420	0	0	0	0
Gm26421	0	0	0	0
Gm26422	0	0	0	0
Gm26423	0	0	0	0
Gm26424	0	0	0	0
Gm26425	1	0	0	0
Gm26426	0	0	0	0
Gm26427	0	0	0	0
Gm26429	0	0	0	0
Gm26430	0	0	0	0
Gm26431	0	0	0	0
Gm26432	0	0	0	0
Gm26433	0	0	0	0
Gm26434	0	0	0	0
Gm26435	0	0	0	0
Gm26436	0	0	0	0
Gm26437	0	0	0	0
Gm26438	0	0	0	0
Gm26439	0	0	0	0
Gm26440	3	2	1	1
Gm26441	0	0	0	0
Gm26442	0	0	0	0
Gm26443	0	0	0	0
Gm26444	0	0	0	0
Gm26445	0	0	0	0
Gm26446	1	0	2	0
Gm26447	0	0	0	0
Gm26448	12	11	13	35
Gm26449	0	0	0	0
Gm2645	0	0	0	0
Gm26454	0	0	0	0
Gm26455	0	0	0	0
Gm26456	0	0	1	0
Gm26457	10	4	4	7
Gm26458	0	0	0	0
Gm26460	0	0	0	0
Gm26461	1	0	4	2
Gm26463	0	0	0	0
Gm26464	3	1	1	1
Gm26465	1	0	0	0
Gm26466	0	0	0	0
Gm26467	0	0	0	0
Gm26468	0	0	0	0
Gm26469	0	0	0	0
Gm26472	0	0	0	0
Gm26473	0	0	0	0
Gm26474	0	0	0	0
Gm26475	0	0	0	0
Gm26476	0	0	0	0
Gm26477	0	0	0	0
Gm26478	0	0	0	0
Gm26479	0	0	0	0
Gm26480	0	0	0	0
Gm26482	0	0	0	0
Gm26483	0	0	0	0
Gm26484	1	4	2	3
Gm26485	0	0	0	0
Gm26486	0	0	0	0
Gm26487	0	0	0	0
Gm26488	0	0	0	0
Gm26489	0	0	0	0
Gm2649	0	0	0	0
Gm26490	3	0	0	0
Gm26491	0	0	0	0
Gm26493	9	6	10	6
Gm26494	0	0	0	0
Gm26495	0	0	0	0
Gm26496	0	0	0	0
Gm26497	0	0	0	0
Gm26498	0	0	0	0
Gm26499	0	0	0	0
Gm26500	0	0	0	0
Gm26501	0	0	0	0
Gm26502	0	0	0	0
Gm26504	0	0	0	0
Gm26505	0	0	0	0
Gm26506	11	5	2	7
Gm26509	0	0	3	0
Gm2651	0	0	0	0
Gm26510	5	4	2	0
Gm26511	3	3	2	1
Gm26512	11	13	9	4
Gm26513	9	12	7	5
Gm26519	0	0	0	0
Gm26520	1	1	4	0
Gm26524	1	1	1	0
Gm26528	0	0	2	1
Gm26531	4	1	2	1
Gm26532	46	75	25	53
Gm26533	4	5	5	0
Gm26535	2	0	0	0
Gm26537	0	1	2	1
Gm2654	1	2	0	0
Gm26542	9	9	8	6
Gm26543	0	0	3	1
Gm26544	0	0	0	3
Gm26549	21	15	41	24
Gm26550	3	0	3	8
Gm26552	0	0	0	0
Gm26553	0	0	1	0
Gm26554	0	0	0	2
Gm26555	19	9	10	22
Gm26556	0	1	2	2
Gm26557	0	0	0	0
Gm26558	2	2	0	4
Gm26559	130	89	70	78
Gm26560	0	0	0	1
Gm26562	1	0	1	0
Gm26564	7	7	3	1
Gm26566	1	0	2	0
Gm26568	0	0	0	0
Gm26569	17	7	10	15
Gm26570	0	0	0	0
Gm26571	10	5	7	9
Gm26574	1	1	2	3
Gm26575	6	1	6	5
Gm26576	10	10	17	13
Gm26577	1	0	0	0
Gm26579	1	0	0	2
Gm26581	1	1	3	0
Gm26583	7	4	5	7
Gm26585	0	0	0	0
Gm26586	16	25	14	12
Gm26587	0	0	0	0
Gm26588	1	2	0	0
Gm26590	7	0	5	7
Gm26592	1	1	2	0
Gm26594	11	9	11	11
Gm26595	0	0	0	0
Gm26596	0	1	1	0
Gm26597	0	0	0	0
Gm266	3	2	9	5
Gm26600	0	1	2	1
Gm26602	0	0	0	0
Gm26604	0	0	0	0
Gm26607	0	0	0	0
Gm26608	29	11	17	13
Gm26611	0	1	0	2
Gm26612	2	1	0	0
Gm26614	4	1	3	0
Gm26616	8	8	3	5
Gm26618	1	0	0	0
Gm26620	9	6	7	8
Gm26621	17	33	17	17
Gm26622	2	2	1	0
Gm26626	2	2	0	5
Gm26627	0	0	0	0
Gm26628	59	39	93	75
Gm26629	0	0	0	0
Gm2663	0	0	0	0
Gm26630	0	0	0	0
Gm26631	19	22	20	20
Gm26632	1	0	3	3
Gm26633	1	1	0	0
Gm26634	2	4	1	2
Gm26636	0	0	0	1
Gm26638	0	0	0	0
Gm26639	0	0	1	0
Gm26640	2	0	6	3
Gm26642	22	26	29	26
Gm26644	0	0	1	0
Gm26645	11	5	7	13
Gm26646	1	1	0	1
Gm26647	0	0	0	0
Gm26648	25	35	49	39
Gm26650	0	0	0	0
Gm26651	7	2	4	4
Gm26652	1	0	0	7
Gm26653	1	1	3	3
Gm26654	0	0	0	0
Gm26655	0	0	0	0
Gm26657	0	0	0	0
Gm26658	0	0	0	0
Gm26660	121	88	120	95
Gm26661	3	0	0	0
Gm26665	2	1	0	0
Gm26666	53	38	22	24
Gm26670	7	3	6	0
Gm26671	6	11	9	8
Gm26672	5	3	4	3
Gm26673	0	0	0	0
Gm26674	3	1	4	2
Gm26676	0	0	0	2
Gm26679	1	2	2	3
Gm26680	0	0	0	0
Gm26682	3	7	4	2
Gm26684	3	3	3	9
Gm26685	0	0	0	0
Gm26686	0	0	0	1
Gm26688	0	0	0	0
Gm26691	28	25	22	23
Gm26692	3	2	6	6
Gm26693	1	0	0	3
Gm26696	4	4	5	0
Gm2670	11	14	10	14
Gm26701	0	0	0	0
Gm26703	2	3	7	2
Gm26704	2	2	4	2
Gm26705	2	0	2	1
Gm26707	48	28	23	22
Gm26708	0	0	1	2
Gm26709	0	0	0	0
Gm26712	0	0	0	0
Gm26713	0	0	0	0
Gm26714	1	2	7	2
Gm26716	0	0	0	0
Gm26717	3	1	3	3
Gm26724	64	40	44	70
Gm26725	10	11	8	11
Gm26726	1	0	12	3
Gm26728	0	2	0	0
Gm26729	4	8	24	16
Gm2673	0	0	0	0
Gm26731	0	0	0	0
Gm26736	6	4	7	9
Gm26737	176	112	151	143
Gm26738	0	0	0	0
Gm26739	6	6	8	3
Gm26740	2	1	10	4
Gm26741	0	0	0	0
Gm26743	0	0	0	1
Gm26744	0	0	0	0
Gm26746	0	0	0	0
Gm26747	1	0	1	1
Gm26748	0	1	3	0
Gm26749	3	1	3	5
Gm2675	0	0	0	0
Gm26754	5	1	1	2
Gm26756	25	9	8	12
Gm26759	0	0	0	0
Gm2676	0	1	2	0
Gm26760	15	18	11	16
Gm26761	1	0	0	0
Gm26766	2	2	0	1
Gm26769	4	1	2	3
Gm26770	37	46	23	11
Gm26771	0	1	0	0
Gm26774	0	0	1	0
Gm26777	1	2	1	0
Gm26779	9	6	11	5
Gm26781	16	10	7	7
Gm26782	109	74	62	52
Gm26783	0	0	1	1
Gm26784	0	0	0	0
Gm26787	2	1	1	3
Gm26788	13	8	6	8
Gm26789	28	14	33	28
Gm26791	55	28	51	49
Gm26793	0	2	1	0
Gm26795	6	8	8	4
Gm26796	0	3	4	4
Gm26797	15	25	22	9
Gm26800	0	0	0	0
Gm26801	0	1	2	0
Gm26802	0	2	4	3
Gm26803	0	0	0	0
Gm26805	1	2	3	2
Gm26806	2	1	0	0
Gm26807	1	1	0	0
Gm26810	6	3	7	6
Gm26811	28	13	51	35
Gm26812	0	1	0	0
Gm26813	33	16	26	13
Gm26814	11	1	3	11
Gm26815	1	0	0	0
Gm26817	0	0	0	0
Gm2682	2	0	0	2
Gm26820	0	0	0	0
Gm26822	1	1	3	1
Gm26826	5	9	6	4
Gm26827	0	0	0	0
Gm26828	0	0	0	0
Gm26831	2	0	2	2
Gm26832	1	0	0	0
Gm26833	0	0	0	0
Gm26834	7	9	8	10
